店铺名,ItemID,货号,尺码,价格
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,5.5 Men,156.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,6 Men,153.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,6.5 Men,159.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,7 Men,157.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,7.5 Men,161.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,8 Men,162.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,8.5 Men,159.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,9 Men,176.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,9.5 Men,172.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,10 Men,179.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,10.5 Men,182.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,11 Men,179.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,12 Men,168.0
mtsnkrs,317039673565,New Balance 2002R 'Protection Pack Phantom' - M2002RDB MT,13 Men,179.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,10 Men,192.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,11 Men,190.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,12 Men,179.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,4.5 Men,170.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,4 Men,165.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,5.5 Men,166.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,5 Men,168.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,6.5 Men,170.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,6 Men,163.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,7.5 Men,174.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,7 Men,168.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,8.5 Men,170.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,8 Men,173.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,9.5 Men,182.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,9 Men,187.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,10.5 Men,194.0
mxcltd,364620570825,New Balance 2002 Grey - M2002RDB,13 Men,190.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,4 Men,185.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,4.5 Men,185.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,5 Men,189.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,5.5 Men,187.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,6 Men,183.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,6.5 Men,191.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,7 Men,189.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,7.5 Men,193.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,8 Men,195.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,8.5 Men,191.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,9 Men,212.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,9.5 Men,206.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,10 Men,215.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,10.5 Men,219.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,11 Men,215.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,12 Men,202.0
brother_tao,177090251082,New Balance 2002R 'Protection Pack - Phantom' M2002RDB Shoes,13 Men,215.0
